nsub,nbloque,itrial,distancia,respuesta
2.0,1.0,6.0,9.0,1.3
2.0,1.0,6.0,9.0,1.3
2.0,1.0,3.0,3.65,0.8
2.0,1.0,4.0,4.9,0.85
2.0,1.0,5.0,6.65,0.8
2.0,1.0,2.0,2.7,0.4
2.0,1.0,6.0,9.0,0.7
2.0,1.0,1.0,2.0,0.1
2.0,1.0,4.0,4.9,0.1
2.0,1.0,2.0,2.7,0.1
2.0,1.0,1.0,2.0,0.5
2.0,1.0,1.0,2.0,0.05
2.0,1.0,3.0,3.65,0.2
2.0,1.0,5.0,6.65,0.4
2.0,1.0,2.0,2.7,0.3
2.0,1.0,3.0,3.65,0.15
2.0,1.0,4.0,4.9,0.7
2.0,1.0,5.0,6.65,1.0
