"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"room_condition",1,0.0171137824378085,0.0171137824378085,0.136625975165386,0.713431658873143
"Residuals",44,5.51144411852915,0.125260093602935,NA,NA
