"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"log10(target_distance)",9.45916372056667,9.45916372056667,1,42.0910551849117,508.766133608532,3.97222811572383e-25
"room_condition",0.0211867422355498,0.0211867422355498,1,59.4823678551607,1.13954015908454,0.290062947962491
"log10(target_distance):room_condition",0.0154881851985154,0.0154881851985154,1,50.1484688425543,0.833040248888885,0.365761998601217
