subject,room_condition,target_distance,block,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n
46,Smaller VE,2,1,0.044721359549995794,0.01825741858350554,0.002,6,0.15,0.02236067977499787,0.009128709291752758,4.999999999999987e-4,6,-0.925,0.02236067977499787,0.009128709291752758,4.999999999999987e-4,6,0.925,0.04472135954999574,0.018257418583505516,0.001999999999999995,6
48,Smaller VE,2,1,0.02886751345948128,0.016666666666666663,8.33333333333333e-4,3,0.11666666666666667,0.014433756729740593,0.008333333333333304,2.0833333333333186e-4,3,-0.9416666666666667,0.014433756729740593,0.008333333333333304,2.0833333333333186e-4,3,0.9416666666666667,0.028867513459481187,0.016666666666666607,8.333333333333274e-4,3
50,Smaller VE,2,1,0.5,0.2886751345948129,0.25,3,1.5,0.25,0.14433756729740646,0.0625,3,-0.25,0.25,0.14433756729740646,0.0625,3,0.25,0.5,0.2886751345948129,0.25,3
2,Coincident VE,2.7,1,0.15275252316519466,0.08819171036881969,0.023333333333333334,3,0.26666666666666666,0.056575008579701686,0.03266359643289616,0.0032007315957933197,3,-0.9012345679012346,0.056575008579701686,0.03266359643289616,0.0032007315957933197,3,0.9012345679012346,0.15275252316519455,0.08819171036881962,0.0233333333333333,3
4,Coincident VE,2.7,1,2.4934915279583367,1.439618004888797,6.2175,3,2.35,0.9235153807253098,0.5331918536625174,0.852880658436214,3,-0.12962962962962968,0.3850486462654492,0.22230793957245812,0.14826245999085502,3,0.6975308641975309,1.039631344916713,0.600231436845637,1.0808333333333333,3
6,Coincident VE,2.7,1,0.7637626158259734,0.4409585518440985,0.5833333333333334,3,1.1666666666666667,0.2828750428985086,0.1633179821644809,0.0800182898948331,3,-0.5679012345679013,0.2828750428985086,0.1633179821644809,0.0800182898948331,3,0.5679012345679013,0.7637626158259734,0.4409585518440985,0.5833333333333334,3
8,Coincident VE,2.7,1,0.529150262212918,0.30550504633038933,0.27999999999999997,3,2.4,0.19598157859737705,0.11315001715940345,0.03840877914951988,3,-0.11111111111111115,0.07407407407407413,0.04276668660663898,0.005486968449931421,3,0.18518518518518517,0.20000000000000018,0.11547005383792526,0.04000000000000007,3
10,Coincident VE,2.7,1,0.28867513459481287,0.16666666666666666,0.08333333333333333,3,1.1666666666666667,0.10691671651659736,0.06172839506172839,0.011431184270690443,3,-0.5679012345679013,0.10691671651659736,0.06172839506172839,0.011431184270690443,3,0.5679012345679013,0.28867513459481287,0.16666666666666666,0.08333333333333333,3
13,Coincident VE,2.7,1,0,0,0,3,1,0,0,0,3,-0.6296296296296297,0,0,0,3,0.6296296296296297,0,0,0,3
15,Coincident VE,2.7,1,0.36855573979159967,0.21278575558006174,0.13583333333333333,3,0.5833333333333334,0.13650212584874064,0.07880953910372658,0.018632830361225424,3,-0.7839506172839507,0.13650212584874064,0.07880953910372658,0.018632830361225424,3,0.7839506172839507,0.3685557397915997,0.21278575558006177,0.13583333333333336,3
17,Coincident VE,2.7,1,0,0,0,3,0.5,0,0,0,3,-0.8148148148148149,0,0,0,3,0.8148148148148149,0,0,0,3
19,Coincident VE,2.7,1,0.057735026918962595,0.03333333333333335,0.0033333333333333357,3,0.3333333333333333,0.021383343303319504,0.012345679012345697,4.572473708276191e-4,3,-0.8765432098765432,0.021383343303319504,0.012345679012345697,4.572473708276191e-4,3,0.8765432098765432,0.05773502691896263,0.03333333333333337,0.003333333333333339,3
23,Coincident VE,2.7,1,4.041451884327381,2.3333333333333335,16.333333333333332,3,5.333333333333333,1.496834031232363,0.8641975308641975,2.240512117055326,3,0.9753086419753084,1.496834031232363,0.8641975308641975,2.240512117055326,3,0.9753086419753084,4.041451884327381,2.3333333333333335,16.333333333333332,3
