nsub,nbloque,itrial,distancia,respuesta
3.0,1.0,1.0,2.0,0.5
3.0,1.0,3.0,3.65,0.7
3.0,1.0,2.0,2.7,0.7
3.0,1.0,5.0,6.65,1.0
3.0,1.0,3.0,3.65,0.9
3.0,1.0,4.0,4.9,1.0
3.0,1.0,5.0,6.65,1.1
3.0,1.0,1.0,2.0,0.3
3.0,1.0,4.0,4.9,0.5
3.0,1.0,6.0,9.0,1.5
3.0,1.0,5.0,6.65,1.0
3.0,1.0,6.0,9.0,1.1
3.0,1.0,2.0,2.7,1.0
3.0,1.0,6.0,9.0,1.5
3.0,1.0,2.0,2.7,0.7
3.0,1.0,1.0,2.0,0.2
3.0,1.0,3.0,3.65,0.4
3.0,1.0,4.0,4.9,1.1
