"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"room_condition",1,0.00320282920016808,0.00320282920016808,0.0908293558657188,0.763836444108209
"Residuals",88,3.10306031489944,0.0352620490329482,NA,NA
