"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"log10(target_distance)",2.80321221342448,2.80321221342448,1,14.9995646629517,277.838602882029,4.343887950661e-11
"room_condition",0.0573677569944583,0.0573677569944583,1,33.4253250606492,5.68596889578494,0.0229259485773492
"log10(target_distance):room_condition",1.571367726274e-05,1.571367726274e-05,1,143.000926339204,0.00155745116830999,0.968575054890887
