nsub,nbloque,itrial,distancia,respuesta
19.0,1.0,5.0,6.65,1.5
19.0,1.0,1.0,2.0,0.3
19.0,1.0,5.0,6.65,1.6
19.0,1.0,2.0,2.7,0.3
19.0,1.0,6.0,9.0,1.75
19.0,1.0,6.0,9.0,1.9
19.0,1.0,2.0,2.7,0.5
19.0,1.0,3.0,3.65,1.0
19.0,1.0,3.0,3.65,0.6
19.0,1.0,6.0,9.0,1.25
19.0,1.0,4.0,4.9,1.0
19.0,1.0,3.0,3.65,0.5
19.0,1.0,4.0,4.9,0.4
19.0,1.0,5.0,6.65,1.0
19.0,1.0,2.0,2.7,0.5
19.0,1.0,1.0,2.0,0.3
19.0,1.0,4.0,4.9,0.75
19.0,1.0,1.0,2.0,0.2
