"nsub" "nbloque" "trial" "distancia" "respuesta" "condicion_sala"
13 1 4 4.9 5 "No Visual Info"
13 1 5 6.65 6 "No Visual Info"
13 1 3 3.65 4 "No Visual Info"
13 1 4 4.9 4 "No Visual Info"
13 1 2 2.7 3 "No Visual Info"
13 1 3 3.65 4 "No Visual Info"
13 1 6 9 5 "No Visual Info"
13 1 2 2.7 3 "No Visual Info"
13 2 1 2 2 "Larger VE"
13 2 2 2.7 4 "Larger VE"
13 2 1 2 3 "Larger VE"
13 2 2 2.7 4 "Larger VE"
13 2 5 6.65 5 "Larger VE"
13 2 3 3.65 4 "Larger VE"
13 2 4 4.9 5 "Larger VE"
13 2 2 2.7 3 "Larger VE"
13 2 6 9 6 "Larger VE"
13 2 6 9 5 "Larger VE"
13 2 5 6.65 5 "Larger VE"
13 2 3 3.65 4 "Larger VE"
13 2 1 2 2 "Larger VE"
13 2 5 6.65 5 "Larger VE"
13 2 4 4.9 4 "Larger VE"
13 2 6 9 5 "Larger VE"
13 2 3 3.65 4 "Larger VE"
13 2 4 4.9 4 "Larger VE"
14 1 6 9 2 "No Visual Info"
14 1 5 6.65 1 "No Visual Info"
14 1 3 3.65 0.5 "No Visual Info"
14 1 4 4.9 0.5 "No Visual Info"
14 1 6 9 0.5 "No Visual Info"
14 1 5 6.65 0.5 "No Visual Info"
14 1 6 9 1 "No Visual Info"
14 1 4 4.9 0.5 "No Visual Info"
14 1 4 4.9 0.5 "No Visual Info"
14 1 1 2 0.5 "No Visual Info"
14 1 1 2 0.2 "No Visual Info"
14 1 3 3.65 1 "No Visual Info"
14 1 1 2 0.2 "No Visual Info"
14 1 2 2.7 1 "No Visual Info"
14 1 3 3.65 2 "No Visual Info"
14 1 2 2.7 2 "No Visual Info"
14 1 5 6.65 3 "No Visual Info"
14 1 2 2.7 2 "No Visual Info"
14 2 1 2 2 "Larger VE"
14 2 1 2 3 "Larger VE"
14 2 6 9 4 "Larger VE"
14 2 5 6.65 5 "Larger VE"
14 2 2 2.7 3 "Larger VE"
14 2 2 2.7 2 "Larger VE"
14 2 4 4.9 2 "Larger VE"
