nsub,nbloque,itrial,distancia,respuesta
5.0,1.0,3.0,3.65,5.5
5.0,1.0,3.0,3.65,6.0
5.0,1.0,6.0,9.0,8.0
5.0,1.0,3.0,3.65,7.5
5.0,1.0,2.0,2.7,3.75
5.0,1.0,4.0,4.9,2.7
5.0,1.0,4.0,4.9,2.0
5.0,1.0,5.0,6.65,4.0
5.0,1.0,5.0,6.65,2.0
5.0,1.0,1.0,2.0,1.0
5.0,1.0,2.0,2.7,2.5
5.0,1.0,4.0,4.9,3.0
5.0,1.0,1.0,2.0,1.0
5.0,1.0,1.0,2.0,1.75
5.0,1.0,5.0,6.65,9.0
5.0,1.0,2.0,2.7,4.0
5.0,1.0,6.0,9.0,10.0
5.0,1.0,6.0,9.0,9.5
