"nsub" "nbloque" "trial" "distancia" "respuesta" "condicion_sala"
5 1 3 3.65 2.5 "OSCURAS"
5 1 6 9 4 "OSCURAS"
5 1 3 3.65 3 "OSCURAS"
5 1 2 2.7 2 "OSCURAS"
5 1 4 4.9 3 "OSCURAS"
5 1 4 4.9 4 "OSCURAS"
5 1 5 6.65 4.5 "OSCURAS"
5 1 5 6.65 3 "OSCURAS"
5 1 1 2 1 "OSCURAS"
5 1 2 2.7 2 "OSCURAS"
5 1 4 4.9 3 "OSCURAS"
5 1 1 2 1 "OSCURAS"
5 1 1 2 1 "OSCURAS"
5 1 5 6.65 4 "OSCURAS"
5 1 2 2.7 2 "OSCURAS"
5 1 6 9 4.5 "OSCURAS"
5 1 6 9 4 "OSCURAS"
5 2 3 3.65 3 "VISUAL"
5 2 4 4.9 4 "VISUAL"
5 2 6 9 6 "VISUAL"
5 2 3 3.65 5 "VISUAL"
5 2 5 6.65 6 "VISUAL"
5 2 6 9 6 "VISUAL"
5 2 1 2 1 "VISUAL"
5 2 1 2 1.5 "VISUAL"
5 2 1 2 1.5 "VISUAL"
5 2 2 2.7 2.5 "VISUAL"
5 2 5 6.65 5 "VISUAL"
5 2 6 9 6 "VISUAL"
5 2 4 4.9 5 "VISUAL"
5 2 2 2.7 4 "VISUAL"
5 2 2 2.7 3 "VISUAL"
5 2 5 6.65 6 "VISUAL"
5 2 4 4.9 5 "VISUAL"
5 2 3 3.65 4 "VISUAL"
6 1 4 4.9 2 "OSCURAS"
6 1 6 9 2.5 "OSCURAS"
6 1 2 2.7 1 "OSCURAS"
6 1 3 3.65 1 "OSCURAS"
6 1 5 6.65 1.5 "OSCURAS"
6 1 1 2 0.5 "OSCURAS"
6 1 6 9 3.5 "OSCURAS"
6 1 4 4.9 2 "OSCURAS"
6 1 3 3.65 1 "OSCURAS"
6 1 5 6.65 2 "OSCURAS"
6 1 2 2.7 0.5 "OSCURAS"
6 1 1 2 0.5 "OSCURAS"
6 1 3 3.65 1 "OSCURAS"
6 1 1 2 0.5 "OSCURAS"
6 1 6 9 3.5 "OSCURAS"
6 1 2 2.7 1 "OSCURAS"
6 1 5 6.65 2 "OSCURAS"
6 1 4 4.9 1 "OSCURAS"
6 2 4 4.9 3.5 "VISUAL"
6 2 5 6.65 5 "VISUAL"
6 2 3 3.65 1.5 "VISUAL"
6 2 5 6.65 2.5 "VISUAL"
6 2 5 6.65 3.5 "VISUAL"
6 2 2 2.7 1 "VISUAL"
6 2 2 2.7 1.5 "VISUAL"
6 2 6 9 5 "VISUAL"
6 2 1 2 1 "VISUAL"
6 2 1 2 1 "VISUAL"
6 2 4 4.9 3.5 "VISUAL"
6 2 6 9 6.5 "VISUAL"
6 2 2 2.7 1.5 "VISUAL"
6 2 3 3.65 1.5 "VISUAL"
6 2 6 9 3.5 "VISUAL"
6 2 3 3.65 1.5 "VISUAL"
6 2 4 4.9 2 "VISUAL"
6 2 1 2 1 "VISUAL"
7 1 5 6.65 2 "OSCURAS"
7 1 3 3.65 1 "OSCURAS"
7 1 1 2 0.5 "OSCURAS"
7 1 6 9 2 "OSCURAS"
7 1 6 9 2 "OSCURAS"
7 1 1 2 0.5 "OSCURAS"
7 1 5 6.65 1 "OSCURAS"
7 1 2 2.7 1 "OSCURAS"
7 1 5 6.65 2 "OSCURAS"
7 1 2 2.7 1 "OSCURAS"
7 1 3 3.65 1 "OSCURAS"
7 1 4 4.9 2 "OSCURAS"
7 1 2 2.7 1 "OSCURAS"
7 1 4 4.9 2 "OSCURAS"
7 1 1 2 0.5 "OSCURAS"
7 1 6 9 2 "OSCURAS"
7 1 3 3.65 1 "OSCURAS"
7 1 4 4.9 2 "OSCURAS"
7 2 5 6.65 4 "VISUAL"
7 2 3 3.65 3 "VISUAL"
7 2 6 9 5 "VISUAL"
7 2 6 9 6 "VISUAL"
7 2 2 2.7 1 "VISUAL"
7 2 4 4.9 3 "VISUAL"
7 2 1 2 1 "VISUAL"
7 2 4 4.9 3 "VISUAL"
7 2 5 6.65 4 "VISUAL"
7 2 1 2 1 "VISUAL"
7 2 3 3.65 1.5 "VISUAL"
7 2 3 3.65 3 "VISUAL"
7 2 5 6.65 4 "VISUAL"
7 2 1 2 1 "VISUAL"
7 2 4 4.9 3 "VISUAL"
7 2 2 2.7 1.5 "VISUAL"
7 2 6 9 5 "VISUAL"
7 2 2 2.7 1 "VISUAL"
8 1 6 9 6 "OSCURAS"
8 1 3 3.65 2 "OSCURAS"
8 1 3 3.65 5 "OSCURAS"
8 1 1 2 4 "OSCURAS"
8 1 4 4.9 7 "OSCURAS"
8 1 6 9 9 "OSCURAS"
8 1 6 9 8 "OSCURAS"
8 1 5 6.65 10 "OSCURAS"
8 1 4 4.9 3 "OSCURAS"
8 1 2 2.7 2 "OSCURAS"
8 1 2 2.7 1 "OSCURAS"
8 1 1 2 4 "OSCURAS"
8 1 4 4.9 5 "OSCURAS"
8 1 5 6.65 8 "OSCURAS"
8 1 3 3.65 6 "OSCURAS"
8 1 2 2.7 3 "OSCURAS"
8 1 1 2 1 "OSCURAS"
8 1 5 6.65 4 "OSCURAS"
8 2 2 2.7 2 "VISUAL"
8 2 4 4.9 3 "VISUAL"
8 2 6 9 5 "VISUAL"
8 2 6 9 4 "VISUAL"
8 2 5 6.65 3 "VISUAL"
8 2 2 2.7 2 "VISUAL"
8 2 4 4.9 3 "VISUAL"
8 2 1 2 1 "VISUAL"
8 2 2 2.7 4 "VISUAL"
8 2 5 6.65 6 "VISUAL"
8 2 3 3.65 4 "VISUAL"
