nsub,nbloque,itrial,distancia,respuesta
23.0,1.0,3.0,3.65,2.0
23.0,1.0,3.0,3.65,0.5
23.0,1.0,5.0,6.65,2.0
23.0,1.0,6.0,9.0,2.5
23.0,1.0,3.0,3.65,1.0
23.0,1.0,4.0,4.9,1.0
23.0,1.0,1.0,2.0,0.7
23.0,1.0,2.0,2.7,1.0
23.0,1.0,1.0,2.0,0.5
23.0,1.0,4.0,4.9,1.0
23.0,1.0,5.0,6.65,1.5
23.0,1.0,6.0,9.0,2.0
23.0,1.0,5.0,6.65,2.0
23.0,1.0,4.0,4.9,1.0
23.0,1.0,2.0,2.7,0.9
23.0,1.0,2.0,2.7,0.5
23.0,1.0,6.0,9.0,2.0
23.0,1.0,1.0,2.0,0.5
