nsub,nbloque,itrial,distancia,respuesta
5.0,1.0,3.0,3.65,15.0
5.0,1.0,3.0,3.65,14.0
5.0,1.0,6.0,9.0,20.0
5.0,1.0,3.0,3.65,18.0
5.0,1.0,2.0,2.7,7.0
5.0,1.0,4.0,4.9,16.0
5.0,1.0,4.0,4.9,14.0
5.0,1.0,5.0,6.65,19.0
5.0,1.0,5.0,6.65,25.0
5.0,1.0,1.0,2.0,2.0
5.0,1.0,2.0,2.7,8.0
5.0,1.0,4.0,4.9,11.0
5.0,1.0,1.0,2.0,5.0
5.0,1.0,1.0,2.0,3.0
5.0,1.0,5.0,6.65,18.0
5.0,1.0,2.0,2.7,12.0
5.0,1.0,6.0,9.0,23.0
5.0,1.0,6.0,9.0,22.0
