nsub,nbloque,itrial,distancia,respuesta
12.0,1.0,4.0,4.9,10.0
12.0,1.0,4.0,4.9,8.0
12.0,1.0,3.0,3.65,4.0
12.0,1.0,6.0,9.0,10.0
12.0,1.0,6.0,9.0,4.0
12.0,1.0,5.0,6.65,2.0
12.0,1.0,4.0,4.9,1.0
12.0,1.0,3.0,3.65,1.0
12.0,1.0,1.0,2.0,0.5
12.0,1.0,6.0,9.0,4.0
12.0,1.0,5.0,6.65,8.0
12.0,1.0,2.0,2.7,3.0
12.0,1.0,3.0,3.65,8.0
12.0,1.0,2.0,2.7,10.0
12.0,1.0,1.0,2.0,0.5
12.0,1.0,2.0,2.7,3.0
12.0,1.0,1.0,2.0,0.5
12.0,1.0,5.0,6.65,5.0
