nsub,nbloque,itrial,distancia,respuesta
12.0,1.0,4.0,4.9,0.7
12.0,1.0,4.0,4.9,1.0
12.0,1.0,3.0,3.65,1.5
12.0,1.0,6.0,9.0,3.0
12.0,1.0,6.0,9.0,3.0
12.0,1.0,5.0,6.65,1.0
12.0,1.0,4.0,4.9,1.0
12.0,1.0,3.0,3.65,1.3
12.0,1.0,1.0,2.0,0.8
12.0,1.0,6.0,9.0,2.0
12.0,1.0,5.0,6.65,1.5
12.0,1.0,2.0,2.7,1.8
12.0,1.0,3.0,3.65,1.9
12.0,1.0,2.0,2.7,1.5
12.0,1.0,1.0,2.0,0.6
12.0,1.0,2.0,2.7,0.8
12.0,1.0,1.0,2.0,1.0
12.0,1.0,5.0,6.65,3.0
