"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"log10(target_distance)",9.11743565211986,9.11743565211986,1,47.4056249152462,513.277073353574,4.46337511985915e-27
"room_condition",1.55396370688879e-06,1.55396370688879e-06,1,44.1534179213133,8.74822673833841e-05,0.992579472086892
"log10(target_distance):room_condition",0.00294828535317056,0.00294828535317056,1,47.4056249096396,0.165977291776635,0.685545873610326
