"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"room_condition",1,18.5644465001542,18.5644465001542,1.53668540915941,0.221537798545176
"Residuals",45,543.63768115942,12.0808373590982,NA,NA
