nsub,nbloque,itrial,distancia,respuesta
9.0,1.0,1.0,2.0,0.1
9.0,1.0,2.0,2.7,0.15
9.0,1.0,4.0,4.9,0.25
9.0,1.0,4.0,4.9,0.4
9.0,1.0,6.0,9.0,1.5
9.0,1.0,2.0,2.7,0.5
9.0,1.0,5.0,6.65,2.0
9.0,1.0,3.0,3.65,1.2
9.0,1.0,2.0,2.7,0.1
9.0,1.0,1.0,2.0,0.05
9.0,1.0,4.0,4.9,0.2
9.0,1.0,6.0,9.0,0.4
9.0,1.0,1.0,2.0,0.15
9.0,1.0,6.0,9.0,1.0
9.0,1.0,3.0,3.65,0.7
9.0,1.0,3.0,3.65,0.5
9.0,1.0,5.0,6.65,1.5
9.0,1.0,5.0,6.65,2.0
