nsub,nbloque,itrial,distancia,respuesta
14.0,1.0,6.0,9.0,4.0
14.0,1.0,5.0,6.65,3.5
14.0,1.0,3.0,3.65,2.5
14.0,1.0,4.0,4.9,2.0
14.0,1.0,6.0,9.0,5.0
14.0,1.0,5.0,6.65,4.0
14.0,1.0,6.0,9.0,5.5
14.0,1.0,4.0,4.9,2.0
14.0,1.0,4.0,4.9,0.3
14.0,1.0,1.0,2.0,0.15
14.0,1.0,1.0,2.0,0.2
14.0,1.0,3.0,3.65,2.0
14.0,1.0,1.0,2.0,1.0
14.0,1.0,2.0,2.7,2.5
14.0,1.0,3.0,3.65,3.0
14.0,1.0,2.0,2.7,1.5
14.0,1.0,5.0,6.65,4.0
14.0,1.0,2.0,2.7,0.5
