nsub,nbloque,itrial,distancia,respuesta
10.0,1.0,2.0,2.7,0.7
10.0,1.0,3.0,3.65,2.0
10.0,1.0,1.0,2.0,0.3
10.0,1.0,6.0,9.0,7.0
10.0,1.0,1.0,2.0,3.0
10.0,1.0,2.0,2.7,1.0
10.0,1.0,5.0,6.65,10.0
10.0,1.0,3.0,3.65,3.0
10.0,1.0,2.0,2.7,1.0
10.0,1.0,4.0,4.9,5.0
10.0,1.0,1.0,2.0,0.2
10.0,1.0,5.0,6.65,6.0
10.0,1.0,3.0,3.65,5.0
10.0,1.0,6.0,9.0,10.0
10.0,1.0,4.0,4.9,3.0
10.0,1.0,6.0,9.0,13.0
10.0,1.0,5.0,6.65,11.0
10.0,1.0,4.0,4.9,6.0
