"nsub" "nbloque" "trial" "distancia" "respuesta" "condicion_sala" "SesgoAbs" "SesgoRel"
32 1 5 6.65 4 "SALA_MAS_CHICA" -2.65 -0.398496240601504
32 1 4 4.9 3 "SALA_MAS_CHICA" -1.9 -0.387755102040816
33 1 1 2 0.3 "SALA_MAS_CHICA" -1.7 -0.85
33 1 4 4.9 0.35 "SALA_MAS_CHICA" -4.55 -0.928571428571429
33 1 1 2 0.15 "SALA_MAS_CHICA" -1.85 -0.925
33 1 6 9 1 "SALA_MAS_CHICA" -8 -0.888888888888889
33 1 4 4.9 0.7 "SALA_MAS_CHICA" -4.2 -0.857142857142857
33 1 5 6.65 0.9 "SALA_MAS_CHICA" -5.75 -0.864661654135338
33 1 2 2.7 0.25 "SALA_MAS_CHICA" -2.45 -0.907407407407407
33 1 1 2 0.1 "SALA_MAS_CHICA" -1.9 -0.95
33 1 2 2.7 0.4 "SALA_MAS_CHICA" -2.3 -0.851851851851852
33 1 3 3.65 0.5 "SALA_MAS_CHICA" -3.15 -0.863013698630137
33 1 4 4.9 0.5 "SALA_MAS_CHICA" -4.4 -0.897959183673469
33 1 6 9 1 "SALA_MAS_CHICA" -8 -0.888888888888889
33 1 3 3.65 0.4 "SALA_MAS_CHICA" -3.25 -0.89041095890411
33 1 6 9 1.3 "SALA_MAS_CHICA" -7.7 -0.855555555555556
33 1 2 2.7 0.3 "SALA_MAS_CHICA" -2.4 -0.888888888888889
33 1 5 6.65 2 "SALA_MAS_CHICA" -4.65 -0.699248120300752
33 1 5 6.65 2.1 "SALA_MAS_CHICA" -4.55 -0.684210526315789
33 1 3 3.65 0.7 "SALA_MAS_CHICA" -2.95 -0.808219178082192
34 1 2 2.7 1 "SALA_MAS_CHICA" -1.7 -0.62962962962963
34 1 2 2.7 1 "SALA_MAS_CHICA" -1.7 -0.62962962962963
34 1 2 2.7 1 "SALA_MAS_CHICA" -1.7 -0.62962962962963
34 1 5 6.65 4 "SALA_MAS_CHICA" -2.65 -0.398496240601504
34 1 6 9 4 "SALA_MAS_CHICA" -5 -0.555555555555556
34 1 5 6.65 4 "SALA_MAS_CHICA" -2.65 -0.398496240601504
34 1 5 6.65 4 "SALA_MAS_CHICA" -2.65 -0.398496240601504
34 1 1 2 1 "SALA_MAS_CHICA" -1 -0.5
34 1 4 4.9 3 "SALA_MAS_CHICA" -1.9 -0.387755102040816
34 1 3 3.65 1 "SALA_MAS_CHICA" -2.65 -0.726027397260274
34 1 4 4.9 3 "SALA_MAS_CHICA" -1.9 -0.387755102040816
34 1 6 9 4 "SALA_MAS_CHICA" -5 -0.555555555555556
34 1 3 3.65 1 "SALA_MAS_CHICA" -2.65 -0.726027397260274
34 1 1 2 0.7 "SALA_MAS_CHICA" -1.3 -0.65
34 1 3 3.65 1 "SALA_MAS_CHICA" -2.65 -0.726027397260274
34 1 4 4.9 3 "SALA_MAS_CHICA" -1.9 -0.387755102040816
34 1 6 9 4 "SALA_MAS_CHICA" -5 -0.555555555555556
34 1 1 2 0.7 "SALA_MAS_CHICA" -1.3 -0.65
