"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"log10(target_distance)",9.11725743764168,9.11725743764168,1,47.4055722551592,513.269970344895,4.46490312784196e-27
"room_condition",1.55392187721493e-06,1.55392187721493e-06,1,44.1530584442403,8.74804118773132e-05,0.992579551121969
"log10(target_distance):room_condition",0.00294822542027333,0.00294822542027333,1,47.405572254699,0.165974865181078,0.685548047628419
