nsub,nbloque,itrial,distancia,respuesta
1.0,2.0,5.0,6.65,10.0
1.0,2.0,6.0,9.0,5.0
1.0,2.0,5.0,6.65,10.0
1.0,2.0,3.0,3.65,3.0
1.0,2.0,4.0,4.9,5.0
1.0,2.0,6.0,9.0,20.0
1.0,2.0,4.0,4.9,20.0
1.0,2.0,2.0,2.7,3.0
1.0,2.0,3.0,3.65,5.0
1.0,2.0,1.0,2.0,5.0
1.0,2.0,1.0,2.0,5.0
1.0,2.0,4.0,4.9,15.0
1.0,2.0,2.0,2.7,3.0
1.0,2.0,5.0,6.65,20.0
1.0,2.0,2.0,2.7,3.0
1.0,2.0,3.0,3.65,10.0
1.0,2.0,6.0,9.0,15.0
1.0,2.0,1.0,2.0,3.0
