"nsub" "log_respuesta" "log_distancia" ".fitted" ".resid" ".hat" ".sigma" ".cooksd" ".std.resid" "condicion_sala"
3 0.154150679827258 0.693147180559945 0.260594356579737 -0.106443676752479 0.523039715461306 0.135812332984909 0.65874572377153 -1.09609369033785 "OSCURAS"
3 0.510825623765991 0.993251773010283 0.383952506320669 0.126873117445322 0.295027476720791 0.136939027725368 0.241637953637083 1.07461385388414 "OSCURAS"
3 0.606135803570315 1.2947271675944 0.507874124995892 0.0982616785744231 0.180706392580434 0.149783317651545 0.0657310521392841 0.772028467840481 "OSCURAS"
3 0.448950220047903 1.58923520511658 0.628931807905497 -0.179981587857594 0.180065752833334 0.114866335436957 0.219400225102205 -1.41353798977974 "OSCURAS"
3 0.847297860387204 1.89461685466776 0.754459094728679 0.092838765658525 0.295294173369895 0.149286545641261 0.129600211732097 0.786492065594412 "OSCURAS"
3 0.847297860387204 2.19722457733622 0.878846157455402 -0.0315482970681984 0.525866489034241 0.160198749313762 0.0588754011065491 -0.325832585818827 "OSCURAS"
4 0 0.693147180559945 0.138533625013433 -0.138533625013433 0.523039715461306 0.172379995752732 0.68208317974315 -1.11534042473132 "OSCURAS"
4 0.405465108108164 0.993251773010283 0.389157943920021 0.0163071641881433 0.295027476720791 0.207368124460567 0.00244023517594439 0.107990537351418 "OSCURAS"
4 0.693147180559945 1.2947271675944 0.640927051542866 0.0522201290170791 0.180706392580434 0.20498245639415 0.0113481998643331 0.320783122761334 "OSCURAS"
4 1.04145387482816 1.58923520511658 0.886877557377684 0.154576317450477 0.180065752833334 0.182793749872718 0.0989271944590154 0.949176105831976 "OSCURAS"
4 1.29928298413026 1.89461685466776 1.14190886929605 0.157374114834214 0.295294173369895 0.177235453196269 0.227647279786006 1.04237196593197 "OSCURAS"
4 1.15267950993839 2.19722457733622 1.39462361041487 -0.241944100476481 0.525866489034241 0.0444257175142296 2.11670813023333 -1.95370084576469 "OSCURAS"
5 0 0.693147180559945 0.262282444860517 -0.262282444860517 0.523039715461306 0.0743540203796014 1.96702573837554 -1.89406027085697 "OSCURAS"
5 0.693147180559945 0.993251773010283 0.529549640375971 0.163597540183974 0.295027476720791 0.202361844564353 0.197593651757262 0.971754038937854 "OSCURAS"
5 0.916290731874155 1.2947271675944 0.798037645073018 0.118253086801137 0.180706392580434 0.218896977109718 0.0468188476857832 0.651565953864309 "OSCURAS"
5 1.20397280432594 1.58923520511658 1.06032065981342 0.143652144512519 0.180065752833334 0.212640519634469 0.0687382799157979 0.791203647417929 "OSCURAS"
5 1.34373474670109 1.89461685466776 1.33228749767823 0.0114472490228623 0.295294173369895 0.231394194293524 0.000969042397748996 0.0680084504252329 "OSCURAS"
5 1.42711635564015 2.19722457733622 1.60178393130012 -0.174667575659976 0.525866489034241 0.179322257665209 0.887564947628533 -1.26510813028429 "OSCURAS"
6 -0.693147180559945 0.693147180559945 -0.631135114806633 -0.0620120657533119 0.523039715461306 0.124400078250234 0.324523837029472 -0.769328948267766 "OSCURAS"
6 -0.182321556793955 0.993251773010283 -0.285870538769315 0.103548981975361 0.295027476720791 0.114424629959973 0.233632751788225 1.05666354072728 "OSCURAS"
6 0 1.2947271675944 0.0609711188237554 -0.0609711188237554 0.180706392580434 0.129036466531265 0.0367338700790655 -0.577140253234263 "OSCURAS"
6 0.510825623765991 1.58923520511658 0.399796965787444 0.111028657978547 0.180065752833334 0.11467936730063 0.121190121853696 1.05056411364792 "OSCURAS"
6 0.606135803570315 1.89461685466776 0.751132694777708 -0.144996891207392 0.295294173369895 0.0906546227073353 0.458860324511641 -1.47989786656983 "OSCURAS"
6 1.15267950993839 2.19722457733622 1.09927707410783 0.0534024358305527 0.525866489034241 0.127113915803179 0.244861383915681 0.664488892004519 "OSCURAS"
7 -0.693147180559945 0.693147180559945 -0.451619796259716 -0.24152738430023 0.523039715461306 0.219475985031433 1.00535922587632 -1.35409584996413 "OSCURAS"
7 0 0.993251773010283 -0.19080846108016 0.19080846108016 0.295027476720791 0.267813072704197 0.162006194962577 0.879904768983771 "OSCURAS"
7 0 1.2947271675944 0.0711941945382413 -0.0711941945382413 0.180706392580434 0.294748107388133 0.0102282615678936 -0.304543220287338 "OSCURAS"
7 0.693147180559945 1.58923520511658 0.327141742225241 0.366005438334704 0.180065752833334 0.18568519464052 0.268946827171385 1.56502818442044 "OSCURAS"
7 0.510825623765991 1.89461685466776 0.59253919951993 -0.0817135757539396 0.295294173369895 0.292882727494342 0.0297608865374623 -0.376889833125967 "OSCURAS"
7 0.693147180559945 2.19722457733622 0.855525925382398 -0.162378744822453 0.525866489034241 0.265333305680697 0.462328677768697 -0.913067725921733 "OSCURAS"
8 1.09861228866811 0.693147180559945 0.859733895914595 0.238878392753515 0.523039715461306 0.219987879519289 0.990829269937072 1.34427520128937 "OSCURAS"
8 0.693147180559945 0.993251773010283 1.10886654560276 -0.415719365042818 0.295027476720791 0.080982868432734 0.774806854334285 -1.92427256325674 "OSCURAS"
8 1.46633706879343 1.2947271675944 1.35913717043819 0.107199898355238 0.180706392580434 0.289134432355591 0.023364580628862 0.460285207597798 "OSCURAS"
8 1.6094379124341 1.58923520511658 1.60362382471858 0.00581408771552017 0.180065752833334 0.297086647476751 6.83771644089647e-05 0.0249542484027716 "OSCURAS"
8 1.99243016469021 1.89461685466776 1.85713723781778 0.135292926872426 0.295294173369895 0.282163337489345 0.0821985576481204 0.626359384427572 "OSCURAS"
8 2.03688192726104 2.19722457733622 2.10834786791492 -0.0714659406538805 0.525866489034241 0.291004367084338 0.0902292362286662 -0.403367790422041 "OSCURAS"
9 0.287682072451781 0.693147180559945 0.399388997229581 -0.1117069247778 0.523039715461306 0.0881838700926839 1.15938813188789 -1.45412987948901 "OSCURAS"
9 0.606135803570315 0.993251773010283 0.546438579398099 0.0596972241722162 0.295027476720791 0.121705155729966 0.085491863941426 0.639193358115256 "OSCURAS"
9 0.757685701697516 1.2947271675944 0.694159846992562 0.0635258547049541 0.180706392580434 0.121882432590306 0.0439029642791485 0.630950000468087 "OSCURAS"
9 0.847297860387204 1.58923520511658 0.838467148354749 0.00883071203245467 0.180065752833334 0.128317966433584 0.00084403982806846 0.0876739191755814 "OSCURAS"
9 1.09861228866811 1.89461685466776 0.988102459170146 0.110509829497964 0.295294173369895 0.103540318015924 0.293453570135342 1.18348072440364 "OSCURAS"
9 1.0055218656021 2.19722457733622 1.13637856123189 -0.130856695629789 0.525866489034241 0.0667740139632494 1.61869311104733 -1.70847974658277 "OSCURAS"
11 -1.14990558305566 0.693147180559945 -1.088470372816 -0.0614352102396569 0.523039715461306 0.708805877827532 0.0114547305379089 -0.144537724051826 "OSCURAS"
11 -0.182321556793955 0.993251773010283 -0.770550212136137 0.588228655342182 0.295027476720791 0.584326644468941 0.271137998964401 1.13832180205333 "OSCURAS"
11 -0.628608659422374 1.2947271675944 -0.451177872297421 -0.177430787124953 0.180706392580434 0.70159464173218 0.0111874804715542 -0.318503469829988 "OSCURAS"
11 -1.09861228866811 1.58923520511658 -0.139186503401399 -0.959425785266711 0.180065752833334 0.361700688430773 0.325443640078393 -1.72157855800054 "OSCURAS"
11 0.606135803570315 1.89461685466776 0.184323984396487 0.421811819173828 0.295294173369895 0.648754957769769 0.139655032513012 0.816431561504981 "OSCURAS"
