"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"log10(target_distance)",9.47669977592416,9.47669977592416,1,42.412900023526,592.097643196325,1.52627025874342e-26
"room_condition",0.000111104215038505,0.000111104215038505,1,247.353966769586,0.00694171446061887,0.933666907583204
"log10(target_distance):room_condition",0.00276515497764162,0.00276515497764162,1,414.296031122355,0.17276496924527,0.677881291912152
