"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"room_condition",1,0.0008695652173913,0.0008695652173913,0.000792849935130456,0.977663789191897
"Residuals",44,48.2573913043478,1.09675889328063,NA,NA
