nsub,nbloque,itrial,distancia,respuesta
8.0,1.0,6.0,9.0,6.0
8.0,1.0,3.0,3.65,2.0
8.0,1.0,3.0,3.65,5.0
8.0,1.0,1.0,2.0,4.0
8.0,1.0,4.0,4.9,7.0
8.0,1.0,6.0,9.0,9.0
8.0,1.0,6.0,9.0,8.0
8.0,1.0,5.0,6.65,10.0
8.0,1.0,4.0,4.9,3.0
8.0,1.0,2.0,2.7,2.0
8.0,1.0,2.0,2.7,1.0
8.0,1.0,1.0,2.0,4.0
8.0,1.0,4.0,4.9,5.0
8.0,1.0,5.0,6.65,8.0
8.0,1.0,3.0,3.65,6.0
8.0,1.0,2.0,2.7,3.0
8.0,1.0,1.0,2.0,1.0
8.0,1.0,5.0,6.65,4.0
