"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"room_condition",1,0.254459064327485,0.254459064327485,0.093819134114286,0.761141437535999
"Residuals",36,97.6402777777778,2.71222993827161,NA,NA
