nsub,nbloque,itrial,distancia,respuesta
33.0,1.0,1.0,2.0,0.3
33.0,1.0,4.0,4.9,0.35
33.0,1.0,1.0,2.0,0.15
33.0,1.0,6.0,9.0,1.0
33.0,1.0,4.0,4.9,0.7
33.0,1.0,5.0,6.65,0.9
33.0,1.0,2.0,2.7,0.25
33.0,1.0,1.0,2.0,0.1
33.0,1.0,2.0,2.7,0.4
33.0,1.0,3.0,3.65,0.5
33.0,1.0,4.0,4.9,0.5
33.0,1.0,6.0,9.0,1.0
33.0,1.0,3.0,3.65,0.4
33.0,1.0,6.0,9.0,1.3
33.0,1.0,2.0,2.7,0.3
33.0,1.0,5.0,6.65,2.0
33.0,1.0,5.0,6.65,2.1
33.0,1.0,3.0,3.65,0.7
