nsub,nbloque,itrial,distancia,respuesta
20.0,1.0,6.0,9.0,2.0
20.0,1.0,1.0,2.0,0.3
20.0,1.0,3.0,3.65,0.2
20.0,1.0,2.0,2.7,0.2
20.0,1.0,1.0,2.0,0.1
20.0,1.0,5.0,6.65,0.5
20.0,1.0,3.0,3.65,0.3
20.0,1.0,4.0,4.9,0.5
20.0,1.0,3.0,3.65,0.3
20.0,1.0,4.0,4.9,0.3
20.0,1.0,2.0,2.7,0.1
20.0,1.0,6.0,9.0,0.3
20.0,1.0,1.0,2.0,0.1
20.0,1.0,6.0,9.0,0.5
20.0,1.0,4.0,4.9,0.3
20.0,1.0,2.0,2.7,0.1
20.0,1.0,5.0,6.65,0.5
20.0,1.0,5.0,6.65,0.4
