"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"target_distance",0.00513567944664317,0.00513567944664317,1,19.034356689285,0.354553676315009,0.558560603920767
"room_condition",0.000375056173263019,0.000375056173263019,1,52.8026487179956,0.0258928826139958,0.872776270621201
"target_distance:room_condition",0.000270435338670593,0.000270435338670593,1,176.326057890364,0.0186701379101505,0.891472259241906
