"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"target_distance",0.0052940264649726,0.0052940264649726,1,19.0238911671546,0.398971605391694,0.53513798738191
"room_condition",0.000806523918273688,0.000806523918273688,1,69.9918237240851,0.0607817404369772,0.805986248561329
"target_distance:room_condition",0.00189555724178451,0.00189555724178451,1,176.324690294378,0.142854124525147,0.705914559336041
