"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"target_distance",0.0116438298799351,0.0116438298799351,1,23.4372064324141,11.0504446956139,0.00290148407136146
"room_condition",0.00109118933954196,0.00109118933954196,1,213.730148834397,1.03558086758299,0.31000203017476
"target_distance:room_condition",0.000389227542131509,0.000389227542131509,1,213.56672940185,0.369391984654964,0.543981610762885
