nsub,nbloque,itrial,distancia,respuesta
6.0,1.0,4.0,4.9,0.6
6.0,1.0,6.0,9.0,0.8
6.0,1.0,2.0,2.7,0.4
6.0,1.0,3.0,3.65,0.3
6.0,1.0,5.0,6.65,0.4
6.0,1.0,1.0,2.0,0.3
6.0,1.0,6.0,9.0,0.5
6.0,1.0,4.0,4.9,0.4
6.0,1.0,3.0,3.65,0.3
6.0,1.0,5.0,6.65,0.4
6.0,1.0,2.0,2.7,0.3
6.0,1.0,1.0,2.0,0.2
6.0,1.0,3.0,3.65,0.3
6.0,1.0,1.0,2.0,0.2
6.0,1.0,6.0,9.0,0.9
6.0,1.0,2.0,2.7,0.4
6.0,1.0,5.0,6.65,0.4
6.0,1.0,4.0,4.9,0.3
