nsub,nbloque,itrial,distancia,respuesta
13.0,2.0,1.0,2.0,2.0
13.0,2.0,2.0,2.7,4.0
13.0,2.0,1.0,2.0,3.0
13.0,2.0,2.0,2.7,4.0
13.0,2.0,5.0,6.65,5.0
13.0,2.0,3.0,3.65,4.0
13.0,2.0,4.0,4.9,5.0
13.0,2.0,2.0,2.7,3.0
13.0,2.0,6.0,9.0,6.0
13.0,2.0,6.0,9.0,5.0
13.0,2.0,5.0,6.65,5.0
13.0,2.0,3.0,3.65,4.0
13.0,2.0,1.0,2.0,2.0
13.0,2.0,5.0,6.65,5.0
13.0,2.0,4.0,4.9,4.0
13.0,2.0,6.0,9.0,5.0
13.0,2.0,3.0,3.65,4.0
13.0,2.0,4.0,4.9,4.0
