nsub,nbloque,itrial,distancia,respuesta
7.0,3.0,1.0,2.0,0.5
7.0,3.0,4.0,4.9,1.5
7.0,3.0,6.0,9.0,3.0
7.0,3.0,4.0,4.9,1.5
7.0,3.0,3.0,3.65,1.0
7.0,3.0,4.0,4.9,1.0
7.0,3.0,6.0,9.0,1.5
7.0,3.0,2.0,2.7,0.7
7.0,3.0,1.0,2.0,0.5
7.0,3.0,2.0,2.7,0.8
7.0,3.0,6.0,9.0,3.0
7.0,3.0,5.0,6.65,2.5
7.0,3.0,3.0,3.65,1.0
7.0,3.0,1.0,2.0,0.6
7.0,3.0,5.0,6.65,2.0
7.0,3.0,2.0,2.7,1.4
7.0,3.0,5.0,6.65,2.0
7.0,3.0,3.0,3.65,1.0
