"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"target_distance",0.00818292741311286,0.00818292741311286,1,19.2524767629547,0.78721600747403,0.385893242148836
"room_condition",0.0733640473195518,0.0733640473195518,1,30.2999043073159,7.05778623069364,0.0124711096169012
"target_distance:room_condition",3.65161701078831e-06,3.65161701078831e-06,1,172.135579906615,0.000351293763091502,0.985067966165451
