"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"log10(target_distance)",1.17892074438227,1.17892074438227,1,19.2349542935274,108.649692974807,2.36336924710871e-09
"room_condition",0.0449662316212985,0.0449662316212985,1,48.1697451532178,4.14410152944426,0.0473000751532569
"log10(target_distance):room_condition",0.00174110365332748,0.00174110365332748,1,172.67741881937,0.16046064018533,0.689227941022549
