"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"log10(target_distance)",0.0107443009874226,0.0107443009874226,1,19.1050648526414,1.45893179119144,0.241840293830053
"room_condition",0.0794108828647655,0.0794108828647655,1,42.1815823765825,10.782931501417,0.00206463088932652
"log10(target_distance):room_condition",0.0111065313396138,0.0111065313396138,1,174.163766631831,1.50811780870572,0.221083558305701
