nsub,nbloque,itrial,distancia,respuesta
28.0,1.0,2.0,2.7,0.5
28.0,1.0,4.0,4.9,1.0
28.0,1.0,5.0,6.65,1.5
28.0,1.0,3.0,3.65,1.0
28.0,1.0,6.0,9.0,2.0
28.0,1.0,1.0,2.0,0.3
28.0,1.0,6.0,9.0,1.5
28.0,1.0,1.0,2.0,0.3
28.0,1.0,2.0,2.7,0.5
28.0,1.0,5.0,6.65,1.6
28.0,1.0,5.0,6.65,1.0
28.0,1.0,2.0,2.7,0.5
28.0,1.0,1.0,2.0,0.3
28.0,1.0,4.0,4.9,0.5
28.0,1.0,6.0,9.0,2.0
28.0,1.0,3.0,3.65,0.3
28.0,1.0,4.0,4.9,0.2
28.0,1.0,3.0,3.65,0.3
