subject,room_condition,target_distance,block,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n,log_bias_sd,log_bias_sem,log_bias_var,log_bias_n,log_bias_m,log_bias_unsigned_sd,log_bias_unsigned_sem,log_bias_unsigned_var,log_bias_unsigned_n,log_bias_unsigned_m
3,No visual information,3.65,1,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,1.8333333333333333,0.15817815594236326,0.09132420091324203,0.025020329017326585,3,-0.497716894977169,0.15817815594236326,0.09132420091324203,0.025020329017326585,3,0.497716894977169,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,0.1280844353103852,0.0739495832054521,0.016405622568780247,3,-0.3122520221953413,0.1280844353103852,0.0739495832054521,0.016405622568780247,3,0.3122520221953413
4,No visual information,3.65,1,0,0,0,3,2,0,0,0,3,-0.4520547945205479,0,0,0,3,0.4520547945205479,0,0,0,3,0,0,0,3,-0.26126286879249355,0,0,0,3,0.26126286879249355
5,No visual information,3.65,1,0.5,0.2886751345948129,0.25,3,2.5,0.136986301369863,0.07908907797118161,0.01876524676299493,3,-0.3150684931506849,0.136986301369863,0.07908907797118161,0.01876524676299493,3,0.3150684931506849,0.5,0.2886751345948129,0.25,3,0.08819424760407303,0.05091897259518807,0.007778225310448542,3,-0.17026244477124763,0.08819424760407303,0.05091897259518807,0.007778225310448542,3,0.17026244477124763
6,No visual information,3.65,1,0,0,0,3,1,0,0,0,3,-0.726027397260274,0,0,0,3,0.726027397260274,0,0,0,3,0,0,0,3,-0.5622928644564748,0,0,0,3,0.5622928644564748
7,No visual information,3.65,1,0,0,0,3,1,0,0,0,3,-0.726027397260274,0,0,0,3,0.726027397260274,0,0,0,3,0,0,0,3,-0.5622928644564748,0,0,0,3,0.5622928644564748
8,No visual information,3.65,1,2.0816659994661326,1.2018504251546631,4.333333333333333,3,4.333333333333333,0.5703194519085295,0.32927408908346933,0.32526427722524553,3,0.18721461187214614,0.14059182025881875,0.0811707252722885,0.019766059923687997,3,0.4885844748858448,0.5131601439446885,0.296273147243853,0.26333333333333336,3,0.25569207129306304,0.14762388619070294,0.06537843532213683,3,0.030424219004739832,0.06305135557450106,0.036402717113709,0.003975473439782167,3,0.2045994648664022
9,No visual information,3.65,1,0.3214550253664319,0.18559214542766744,0.10333333333333336,3,2.1333333333333333,0.088069869963406,0.0508471631308678,0.007756301995371242,3,-0.4155251141552511,0.088069869963406,0.0508471631308678,0.007756301995371242,3,0.4155251141552511,0.3214550253664319,0.18559214542766744,0.10333333333333336,3,0.0633682204362699,0.03658565912694797,0.004015531361259693,3,-0.2363849960268588,0.0633682204362699,0.03658565912694797,0.004015531361259693,3,0.2363849960268588
10,No visual information,3.65,1,1.5275252316519468,0.881917103688197,2.3333333333333335,3,7.666666666666667,0.4185000634662867,0.24162112429813612,0.17514230312128598,3,1.100456621004566,0.4185000634662867,0.24162112429813612,0.17514230312128598,3,1.100456621004566,1.5275252316519465,0.8819171036881969,2.3333333333333326,3,0.09058550286315412,0.05229956446271965,0.008205733328970502,3,0.31620171781516265,0.09058550286315412,0.05229956446271965,0.008205733328970502,3,0.31620171781516265
11,No visual information,3.65,1,0.4509249752822894,0.2603416558635552,0.20333333333333334,3,0.5333333333333333,0.12354108911843545,0.07132648105850825,0.015262400700569211,3,-0.8538812785388128,0.12354108911843545,0.07132648105850825,0.015262400700569211,3,0.8538812785388128,0.45092497528228936,0.2603416558635551,0.20333333333333328,3,0.5130266603291604,0.2961960804424955,0.26319635420849175,3,-0.9959695296778017,0.5130266603291604,0.2961960804424955,0.26319635420849175,3,0.9959695296778017
12,No visual information,3.65,1,0.3055050463303893,0.17638342073763935,0.0933333333333333,3,1.5666666666666667,0.0837000126932573,0.0483242248596272,0.007005692124851433,3,-0.5707762557077626,0.0837000126932573,0.0483242248596272,0.007005692124851433,3,0.5707762557077626,0.30550504633038916,0.1763834207376393,0.09333333333333323,3,0.08323094057683082,0.04805340594693902,0.006927389469303944,3,-0.3726967936846924,0.08323094057683082,0.04805340594693902,0.006927389469303944,3,0.3726967936846924
13,No visual information,3.65,1,0.09999999999999998,0.05773502691896257,0.009999999999999995,3,1.4,0.027397260273972546,0.01581781559423629,7.506098705197942e-4,3,-0.6164383561643836,0.027397260273972546,0.01581781559423629,7.506098705197942e-4,3,0.6164383561643836,0.09999999999999987,0.057735026918962505,0.009999999999999974,3,0.031080569793540864,0.01794437533686777,9.660018186911647e-4,3,-0.41690531544288933,0.031080569793540864,0.01794437533686777,9.660018186911647e-4,3,0.41690531544288933
14,No visual information,3.65,1,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,4.333333333333333,0.15817815594236323,0.09132420091324202,0.02502032901732658,3,0.18721461187214614,0.15817815594236323,0.09132420091324202,0.02502032901732658,3,0.18721461187214614,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,0.05595102209737151,0.032303337669352145,0.003130516873740555,3,0.0720704645408398,0.05595102209737151,0.032303337669352145,0.003130516873740555,3,0.0720704645408398
15,No visual information,3.65,1,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,2.3333333333333335,0.1581781559423632,0.091324200913242,0.025020329017326575,3,-0.3607305936073059,0.1581781559423632,0.091324200913242,0.025020329017326575,3,0.3607305936073059,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,0.10166633581773774,0.058697086351893774,0.010336043838605024,3,-0.20256578244059978,0.10166633581773774,0.058697086351893774,0.010336043838605024,3,0.20256578244059978
16,No visual information,3.65,1,2.886751345948129,1.666666666666667,8.333333333333334,3,3.6666666666666665,0.7908907797118161,0.4566210045662101,0.6255082254331644,3,0.004566210045662118,0.2689028651020175,0.15525114155251143,0.07230875086007382,3,0.6073059360730594,0.9814954576223639,0.5666666666666668,0.9633333333333335,3,0.31411783186310493,0.18135601478342525,0.09867001229437787,3,-0.07990685400906831,0.012437456609904881,0.007180768921762874,1.5469032692326664e-4,3,0.26844363771425644
17,No visual information,3.65,1,1.5275252316519468,0.881917103688197,2.3333333333333335,3,3.3333333333333335,0.41850006346628676,0.24162112429813615,0.17514230312128606,3,-0.08675799086757989,0.14059182025881875,0.0811707252722885,0.019766059923687997,3,0.3333333333333333,0.5131601439446885,0.296273147243853,0.26333333333333336,3,0.1994079778260544,0.11512824967643144,0.039763541620676204,3,-0.0699191128832539,0.09053779597482098,0.05227202087789831,0.00819709249997831,3,0.16103720613628328
18,No visual information,3.65,1,0.28867513459481287,0.16666666666666666,0.08333333333333333,3,0.6666666666666666,0.0790890779711816,0.045662100456621,0.006255082254331644,3,-0.817351598173516,0.0790890779711816,0.045662100456621,0.006255082254331644,3,0.817351598173516,0.28867513459481287,0.16666666666666666,0.08333333333333333,3,0.17379974903075138,0.10034333188799371,0.03020635276315217,3,-0.7629795282324622,0.17379974903075138,0.10034333188799371,0.03020635276315217,3,0.7629795282324622
19,No visual information,3.65,1,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,1.3333333333333333,0.15817815594236326,0.09132420091324203,0.025020329017326585,3,-0.634703196347032,0.15817815594236326,0.09132420091324203,0.025020329017326585,3,0.634703196347032,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,0.17379974903075143,0.10034333188799374,0.03020635276315218,3,-0.46194953256848104,0.17379974903075143,0.10034333188799374,0.03020635276315218,3,0.46194953256848104
20,No visual information,3.65,1,0.7216878364870323,0.41666666666666674,0.5208333333333334,3,1.9166666666666667,0.19772269492795405,0.11415525114155253,0.03909426408957278,3,-0.4748858447488585,0.19772269492795405,0.11415525114155253,0.03909426408957278,3,0.4748858447488585,0.7216878364870323,0.41666666666666674,0.5208333333333334,3,0.15198251322896786,0.08774714492486045,0.02309868432739339,3,-0.29845446047593294,0.15198251322896786,0.08774714492486045,0.02309868432739339,3,0.29845446047593294
2,No visual information,4.9,1,2.0816659994661326,1.2018504251546631,4.333333333333333,3,6.333333333333333,0.4248297958094148,0.2452755969703394,0.1804803554074691,3,0.292517006802721,0.22479879784841225,0.1297876464512851,0.05053449951409132,3,0.4149659863945578,1.10151410945722,0.635959467611297,1.2133333333333325,3,0.159713085100001,0.0922103926755912,0.02550826955216017,3,0.09321992608287388,0.0624303087456286,0.03604415555988012,0.003897543450074511,3,0.1519773185499081
3,No visual information,4.9,1,0.40414518843273806,0.23333333333333336,0.16333333333333336,3,1.5666666666666667,0.08247860988423224,0.047619047619047616,0.006802721088435371,3,-0.6802721088435374,0.08247860988423224,0.047619047619047616,0.006802721088435371,3,0.6802721088435374,0.40414518843273795,0.23333333333333328,0.16333333333333327,3,0.11121908276973018,0.064212367376127,0.012369684372140094,3,-0.5047619131060846,0.11121908276973018,0.064212367376127,0.012369684372140094,3,0.5047619131060846
4,No visual information,4.9,1,1.0408329997330663,0.6009252125773316,1.0833333333333333,3,2.8333333333333335,0.21241489790470738,0.12263779848516969,0.04512008885186727,3,-0.4217687074829932,0.21241489790470738,0.12263779848516969,0.04512008885186727,3,0.4217687074829932,1.0408329997330663,0.6009252125773316,1.0833333333333333,3,0.15366390610145095,0.08871789755240209,0.023612596038355537,3,-0.25651941480718665,0.15366390610145095,0.08871789755240209,0.023612596038355537,3,0.25651941480718665
5,No visual information,4.9,1,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,3.3333333333333335,0.1178265855489032,0.06802721088435373,0.013883104262113005,3,-0.3197278911564626,0.1178265855489032,0.06802721088435373,0.013883104262113005,3,0.3197278911564626,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,0.07213341321301374,0.04164624553609999,0.005203229301759385,3,-0.1714285797727513,0.07213341321301374,0.04164624553609999,0.005203229301759385,3,0.1714285797727513
6,No visual information,4.9,1,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,1.6666666666666667,0.11782658554890321,0.06802721088435375,0.013883104262113009,3,-0.6598639455782312,0.11782658554890321,0.06802721088435375,0.013883104262113009,3,0.6598639455782312,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,0.17379974903075143,0.10034333188799374,0.03020635276315218,3,-0.48950941625252625,0.17379974903075143,0.10034333188799374,0.03020635276315218,3,0.48950941625252625
7,No visual information,4.9,1,0,0,0,3,2,0,0,0,3,-0.5918367346938775,0,0,0,3,0.5918367346938775,0,0,0,3,0,0,0,3,-0.38916608436453254,0,0,0,3,0.38916608436453254
8,No visual information,4.9,1,2,1.1547005383792517,4,3,5,0.40816326530612246,0.23565317109780645,0.1665972511453561,3,0.02040816326530606,0.22479879784841236,0.12978764645128515,0.05053449951409136,3,0.2789115646258503,1.1015141094572207,0.6359594676112973,1.2133333333333338,3,0.18528230039288032,0.10697278600790257,0.03432953083887754,3,-0.016466313671867683,0.10525868390228167,0.060771129485528055,0.011079390536840452,3,0.12558356986736652
9,No visual information,4.9,1,0.28867513459481287,0.16666666666666666,0.08333333333333333,3,2.3333333333333335,0.05891329277445158,0.03401360544217685,0.0034707760655282487,3,-0.5238095238095238,0.05891329277445158,0.03401360544217685,0.0034707760655282487,3,0.5238095238095238,0.28867513459481287,0.16666666666666666,0.08333333333333333,3,0.055951022097371565,0.03230333766935217,0.003130516873740561,3,-0.3245594090258282,0.055951022097371565,0.03230333766935217,0.003130516873740561,3,0.3245594090258282
